id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5489637,Hotel Event/Vip/Private Space,3942235,Jesse,?,Western Addition,37.78796766,-122.4227796,Private room,150,1,1,3/28/2015,0.06,5,365
10929133,Room in Beautiful Apartment,5390700,Sola,?,Western Addition,37.78550931,-122.4257312,Private room,100,2,8,6/14/2016,1.62,1,0
12151949,299 Laussat Street,730029,Sean,?,Western Addition,37.77169524,-122.4305997,Private room,70,3,0,,,1,0
10814455,Sunny & Big Studio - Great Location,3353923,Simone,?,Western Addition,37.78929454,-122.4247288,Entire home/apt,250,1,0,,,1,0
10912839,Large bedroom -2 queen beds - 4 ppl,11979026,Juliana,?,Western Addition,37.78381656,-122.4463232,Private room,280,1,0,,,1,365
13141064,Compelling Read- Two Bedroom on Page,73249609,Mark,?,Western Addition,37.77411668,-122.4300652,Entire home/apt,260,2,5,6/27/2016,5,1,53
10996579,Spacious and clean room in Alamo Sq,6985107,Carolina,?,Western Addition,37.77761786,-122.4342173,Private room,143,2,6,6/18/2016,1.32,1,245
6542864,Beautiful Room in 2 Bedroom Apt on Alamo Square,5525771,Bushra,?,Western Addition,37.77503447,-122.4356505,Private room,97,7,2,2/28/2016,0.44,1,1
722028,1 bdrm + nursery; walkable area,3728041,Todd,?,Western Addition,37.77949141,-122.4373886,Entire home/apt,140,7,0,,,1,0
2154686,Stylish 2BR/2BA APT,10995442,Lauren,?,Western Addition,37.78046753,-122.4387921,Entire home/apt,195,1,16,1/31/2016,0.58,1,0
10257542,Modern Spacious Home Panoramic View,45029455,Deyi,?,Western Addition,37.78159326,-122.4427463,Entire home/apt,490,3,3,2/9/2016,0.54,1,57
8848541,"Fully remodeled, central location",21575758,Harleen,?,Western Addition,37.78709068,-122.4279966,Private room,120,1,17,6/23/2016,2.64,1,12
8172628,Quiet & Cozy Victorian-Alamo Square,3022475,Susan,?,Western Addition,37.7785598,-122.4363252,Private room,140,2,3,3/17/2016,0.3,3,27
9995433,Private Room in a Strategic Area,51350559,Saul,?,Western Addition,37.77613075,-122.42397,Private room,50,1,12,2/1/2016,1.9,1,0
6915290,Hayes Valley 2 Bedroom Apt.,432967,Linda,?,Western Addition,37.77686428,-122.4292865,Entire home/apt,300,3,46,6/27/2016,4.17,1,234
7734510,Studio Apt in Trendy Hayes Valley,40648590,James,?,Western Addition,37.77673332,-122.4251688,Entire home/apt,115,2,4,6/7/2016,0.38,1,0
7094961,Japanese Inspired Retreat in Hayes,36484160,Omondi,?,Western Addition,37.77469734,-122.4250318,Entire home/apt,235,1,0,,,1,302
3769585,Studio apartment - Alamo Square,19318035,Susan,?,Western Addition,37.77449648,-122.4359179,Entire home/apt,145,1,11,5/24/2016,0.49,1,0
10880254,4 Bedroom Victorian near Alamo Sq,7550554,Vishal,?,Western Addition,37.77988278,-122.4393706,Entire home/apt,999,1,0,,,2,0
13248418,Modern apartment with amenities and a view,6139204,Kip,?,Western Addition,37.77252637,-122.4264118,Entire home/apt,149,1,0,,,1,0
1344752,3BR Luxe & Spacious L Pac Hts Flat,417366,Patti,?,Western Addition,37.78558079,-122.4441356,Entire home/apt,389,3,84,5/31/2016,2.61,1,315
12919000,Intimate Private Sunny Room-Best Location,70570624,David,?,Western Addition,37.77045778,-122.4311343,Private room,90,1,17,6/24/2016,10.41,6,84
247095,"Private studio, great location!",1295985,Emily,?,Western Addition,37.77323399,-122.4310261,Entire home/apt,95,1,3,3/19/2012,0.05,1,0
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,?,Western Addition,37.78528002,-122.4435815,Private room,90,1,60,6/4/2016,0.96,1,280
13124989,private space w/2 queen beds+lounge heart of sf,62315747,Paul,?,Western Addition,37.77960997,-122.4401076,Entire home/apt,159,3,2,6/18/2016,2,3,52
7072662,1Br with Queen in Alamo Sq,4186016,Nathan,?,Western Addition,37.77519905,-122.4376538,Entire home/apt,132,90,6,8/17/2015,0.49,1,15
12734942,Archbishop Mansion,38491361,Stu,?,Western Addition,37.77680679,-122.433855,Private room,275,2,1,6/24/2016,1,1,365
2746118,Private room & bathroom in NOPA,3897525,Julie & J̩r̫me,?,Western Addition,37.77738152,-122.4400775,Private room,110,2,32,2/12/2016,1.36,1,0
13059536,SF Oasis in NOPA Neighborhood,1751722,Andrea,?,Western Addition,37.77951895,-122.4413822,Entire home/apt,400,7,0,,,1,41
8324569,Lwr Haight /Nopa Appointed Condo 2  STR0000823,4435448,Carl,?,Western Addition,37.7716479,-122.436937,Private room,125,1,21,6/2/2016,2.17,4,290
443908,"CALEF HOUSE Rm 1, Large Priv Rm in Beaut SF Vict",109045,Ronda,?,Western Addition,37.78705762,-122.4290772,Private room,140,2,18,6/20/2016,0.36,3,365
12763538,Beautiful Room in Hayes Valley,3149426,Aaron,?,Western Addition,37.77330363,-122.431253,Private room,80,14,1,5/28/2016,0.83,1,0
10962521,Central SF Apartment to Sleep in,17944320,Scott,?,Western Addition,37.78129755,-122.4321705,Shared room,1000,1,0,,,1,0
2606719,Large/Quiet Centrally Located Room,13348897,Vance,?,Western Addition,37.77503918,-122.4353096,Private room,78,2,10,7/4/2015,0.37,1,181
8117519,Mid-Modern Townhouse @ Hayes Valley,40320678,Sonia,?,Western Addition,37.77910725,-122.4240617,Private room,52,4,27,6/26/2016,2.8,1,0
834226,Amazing location - big sunny room.,4364396,Ken,?,Western Addition,37.77121045,-122.4293642,Private room,100,30,60,1/30/2016,1.62,1,42
1738415,Quaint Quiet & Spacious HV Flat!,3273603,Donna,?,Western Addition,37.77358049,-122.4280637,Entire home/apt,168,1,178,6/28/2016,5.35,2,84
2717307,Amazing SF View In NOPA 1 BR Flat,13905393,Jesse & Talli,?,Western Addition,37.78089858,-122.4416324,Entire home/apt,129,1,25,2/28/2015,1.03,1,0
4164567,Renovated Victorian on Haight!,8342646,Katie,?,Western Addition,37.77150332,-122.4332693,Entire home/apt,399,2,14,6/19/2016,0.65,1,291
13174599,Hayes Valley modern and gorgeous townhouse,71409219,Sabrina,?,Western Addition,37.77633956,-122.4241849,Entire home/apt,490,2,0,,,1,0
1917622,Bright NOPA Studio with Views,9942610,Scott,?,Western Addition,37.78104165,-122.440031,Entire home/apt,215,2,22,6/12/2016,0.74,1,325
10995592,"Amazing in JapanTown, San Francisco",17216757,Ling Qing,?,Western Addition,37.78465367,-122.4311307,Private room,600,2,0,,,1,210
7128974,Cute apt. in heart of Hayes Valley!,3731643,Amanda,?,Western Addition,37.77589826,-122.4251249,Entire home/apt,190,2,20,6/22/2016,1.76,1,199
9717679,"Gorgeous,central,rooftop,spacious",11234411,Thomas,?,Western Addition,37.7771761,-122.4309093,Private room,79,7,1,5/29/2016,0.86,1,0
10733519,Sweet 1bdrm in the Lower Haight.,47283718,Matt,?,Western Addition,37.77414453,-122.435469,Entire home/apt,149,6,2,2/23/2016,0.45,1,12
1460174,A bright + modern Victorian in NoPa,5244284,Julia,?,Western Addition,37.77895073,-122.4363379,Entire home/apt,480,3,25,6/17/2016,0.74,1,354
11572634,2 Bedroom Apt. Steps from Fillmore!,22507132,Dan,?,Western Addition,37.78627336,-122.4312339,Entire home/apt,275,1,0,,,1,0
3200431,City of San Francisco: City of Love,15357373,Ding,?,Western Addition,37.77702641,-122.4454054,Private room,150,5,5,3/31/2015,0.2,4,179
10012664,Sunny Room near Haight & GG Park,12059778,Sarah,?,Western Addition,37.77317982,-122.4350311,Private room,100,1,0,,,1,0
13604278,Large Private Room in Great SF Location,60159052,Clayton,?,Western Addition,37.78600747,-122.4303497,Private room,99,1,0,,,1,10
7347963,Charming Tenderloin Studio,38495710,Vi,?,Western Addition,37.78597334,-122.4221843,Entire home/apt,184,2,14,6/18/2016,1.23,1,359
2066449,Spacious 1 BR in great neighborhood,4375203,George,?,Western Addition,37.77641006,-122.4312633,Entire home/apt,300,4,0,,,1,0
6146075,"Spacious, Furnished, Clean Room!",4577091,Wilson,?,Western Addition,37.78993079,-122.4229377,Private room,295,2,1,7/23/2015,0.09,1,273
491867,Central San Francisco Urban Dream,969518,Sona,?,Western Addition,37.77296312,-122.4349706,Entire home/apt,350,2,22,3/20/2016,0.47,2,64
1722426,Hip Lily Pad in trendy Hayes Valley,3827485,Adrian,?,Western Addition,37.77345692,-122.4254806,Entire home/apt,270,3,3,9/9/2014,0.1,1,91
1886260,Huge Top Floor Loft In Alamo Square,1126796,Giancarlo,?,Western Addition,37.77646509,-122.4309604,Entire home/apt,300,2,30,6/27/2016,1.02,2,351
7161943,Quintessential Victorian-Central SF,230891,Bill & Laurel,?,Western Addition,37.78759148,-122.4435753,Entire home/apt,395,3,2,9/21/2015,0.18,1,53
491874,Central San Francisco Dream,969518,Sona,?,Western Addition,37.77143689,-122.4346951,Private room,115,2,77,5/31/2016,1.57,2,61
9797994,Beautiful apartment on Alamo Sq,2709960,Jan,?,Western Addition,37.77545353,-122.4326202,Entire home/apt,150,5,3,3/19/2016,0.46,1,31
9198181,Private room/bath in center of SF,631836,Chris,?,Western Addition,37.77103682,-122.4247896,Private room,120,1,0,,,1,0
8593774,"Fun, Hip, Unique & on the Wiggle!",3940564,Camille,?,Western Addition,37.77230246,-122.4352143,Entire home/apt,2000,1,3,1/10/2016,0.41,2,365
683603,HAYES VALLEY BRIGHT MODERN W/DECK,3484589,Andrew & Lia,?,Western Addition,37.77608261,-122.4259667,Entire home/apt,210,8,10,2/6/2016,0.22,1,114
9650878,Lower Haight/NOPA Wanderlust  STR0000823,4435448,Carl,?,Western Addition,37.7724284,-122.4363273,Private room,125,1,16,5/22/2016,3.29,4,315
9882970,Large Private Bedroom,1799969,Jacob,?,Western Addition,37.78419159,-122.4456316,Private room,150,1,6,5/31/2016,0.98,2,323
10863118,Luxury House in NOPA/USF Area,22867574,Don,?,Western Addition,37.77981957,-122.4434263,Entire home/apt,2100,2,0,,,1,0
11015886,"Amazing location next to USF ""Z""",57162650,Cora,?,Western Addition,37.77686478,-122.4453649,Private room,79,1,5,6/13/2016,3.85,5,357
10456792,Large Room in Victorian,11586422,Shannon,?,Western Addition,37.78031342,-122.4344054,Private room,400,1,0,,,1,0
13686481,NOPA 1.5 BR Victorian garden apartment,998630,Danny,?,Western Addition,37.77644398,-122.4421949,Entire home/apt,111,7,0,,,2,4
8472818,Winter Fell - Our Spot in SF,17939487,David,?,Western Addition,37.77424661,-122.4345421,Private room,200,1,0,,,1,0
7193209,Great view!~spacious & sunny flat,3273603,Donna,?,Western Addition,37.77354363,-122.426508,Entire home/apt,145,3,9,6/5/2016,0.92,2,35
4718773,Sunny Loft in Pacific Heights,24376840,Mathieu,?,Western Addition,37.78783087,-122.4372507,Entire home/apt,147,2,8,6/20/2016,1.66,1,7
1296643,Stylish 2BR Victorian w/outdoor BBQ,44927,Ken & Joe,?,Western Addition,37.77637048,-122.4249481,Entire home/apt,258,3,52,6/20/2016,1.42,1,222
9488665,Charming Victorian in Lower Haight,30597445,Dane,?,Western Addition,37.773373,-122.4352942,Entire home/apt,750,3,4,5/19/2016,1,1,157
3410214,Spacious 2BR in Heart of Castro,713631,Alicia,?,Western Addition,37.77022116,-122.4303311,Entire home/apt,350,2,3,8/22/2014,0.13,1,179
11013171,"Muni is downstairs. Updated room ""C""",57149589,Mingan,?,Western Addition,37.77620342,-122.4453207,Private room,79,1,1,5/27/2016,0.81,4,316
9614796,"1 bedroom + firepl, private bath, luxury in Alamo",49744747,Anja,?,Western Addition,37.7755828,-122.4303348,Private room,150,5,6,2/24/2016,0.81,1,219
8472902,Beautiful Room with Fantastic View,15691606,Michael,?,Western Addition,37.7736233,-122.4354813,Private room,135,6,0,,,1,0
10914116,Victorian charm,22303418,Jennifer,?,Western Addition,37.77113454,-122.432044,Private room,95,1,1,3/9/2016,0.26,2,0
7801163,Stunning Apartment with Balcony,2212515,Tiff,?,Western Addition,37.78569577,-122.431328,Entire home/apt,250,5,7,5/17/2016,0.69,1,37
1608763,Trendy Studio on Haight St',8568596,Mark,?,Western Addition,37.77223347,-122.4337117,Entire home/apt,144,2,71,6/11/2016,2.12,1,66
583290,Huge Victorian near Famous SF Sites,560124,Robin,?,Western Addition,37.77116352,-122.4358346,Entire home/apt,395,4,3,8/10/2015,0.06,1,182
11635095,Victorian in Alamo Square,50015145,Callie,?,Western Addition,37.77629912,-122.4311821,Entire home/apt,190,1,0,,,1,361
12994980,Central Sunny 3BR Home w/ Pkg,15970171,Markley,?,Western Addition,37.77057158,-122.4270818,Entire home/apt,575,2,1,6/19/2016,1,1,55
12831159,Lower Pac Heights with a View,25765588,Josh,?,Western Addition,37.78777608,-122.4251326,Entire home/apt,99,1,1,6/17/2016,1,1,8
8210905,Stylish Apartment in SF!,43296900,Samantha,?,Western Addition,37.7838983,-122.4336279,Entire home/apt,250,1,0,,,1,0
4161655,Hayes Valley Hideaway,9174890,Ann,?,Western Addition,37.77549147,-122.4246719,Entire home/apt,155,3,2,5/22/2016,1.28,1,2
6747905,Sun-filled Flat in Central Location,4517389,Noz,?,Western Addition,37.77562059,-122.4308328,Entire home/apt,380,2,2,10/20/2015,0.17,1,0
8717008,Hayes Valley-2 Queen  Beds + 1 Bath,321440,Min,?,Western Addition,37.77594257,-122.4261062,Entire home/apt,188,1,0,,,1,0
4033038,Grand 3-Level Painted Lady Victorian with Parking,3442905,Simone,?,Western Addition,37.78630614,-122.4423725,Entire home/apt,1500,2,2,3/5/2016,0.41,4,230
8653346,Cafe Germania,31380175,Mike,?,Western Addition,37.77083868,-122.4302983,Entire home/apt,250,3,2,3/19/2016,0.35,1,33
5835314,"Sunny & clean, in central location",12801957,Emma,?,Western Addition,37.7876395,-122.4354315,Entire home/apt,179,1,7,5/28/2016,0.86,1,268
510500,Cute&Cozy in Pac Height (Prv Bath),15005,Maryam,?,Western Addition,37.78638434,-122.4433326,Private room,75,1,149,6/16/2016,3.03,1,330
1722953,Private Room / Bath in Pac Heights,5008933,Patrick,?,Western Addition,37.78866595,-122.4337852,Private room,160,1,0,,,1,273
9636960,The Langtry: Beautiful Victorian,1399538,Jyri & Caterina,?,Western Addition,37.77458729,-122.434226,Private room,325,1,18,5/30/2016,2.47,1,174
8276309,Restored Lower Haight Edwardian,2113363,Nathan,?,Western Addition,37.77190557,-122.4322628,Private room,109,1,28,6/27/2016,2.91,2,339
7111375,Hayes Valley Bedroom & workspace,28621709,Peter,?,Western Addition,37.77522259,-122.4308108,Private room,160,2,11,6/7/2016,1.01,1,359
12208792,large private room in great locatio,6517944,Valeria,?,Western Addition,37.77260255,-122.4342517,Private room,90,1,1,4/14/2016,0.37,1,0
8309401,Large Suite in Victorian,10501924,Karen,?,Western Addition,37.77804539,-122.4381948,Private room,103,3,16,6/12/2016,1.67,5,132
12485069,Best Location-Super Small Studio-Marble Bathroom,51590484,Lawrence,?,Western Addition,37.76983595,-122.4301451,Entire home/apt,97,1,0,,,4,299
985813,Modern Bright Hayes,2732487,Bobby,?,Western Addition,37.77480267,-122.4251667,Entire home/apt,297,4,7,12/8/2015,0.18,1,365
4475708,Cozy/Chic in Lower Pacific Heights,3231054,Emmie,?,Western Addition,37.78661685,-122.4232489,Entire home/apt,135,2,2,5/4/2016,0.88,1,201
2280258,"Big, fun room exact center SF",6610484,Joanna &  Justine,?,Western Addition,37.77080217,-122.4322308,Private room,125,4,53,6/10/2016,1.83,2,58
11012948,"Next to Haight Ashbury!! ""I""",57147707,Philip,?,Western Addition,37.77683884,-122.4452589,Private room,79,1,3,5/31/2016,2.05,4,365
2935640,Alamo Square/Nopa Dream (1BR/1BA),4917431,Morgan,?,Western Addition,37.77472346,-122.4364067,Entire home/apt,200,2,14,6/26/2016,1.45,1,96
12908518,Quaint Victorian-Private Room-Sink- Best Location,49579667,Volney,?,Western Addition,37.77105647,-122.430251,Private room,81,1,3,6/30/2016,3,4,288
9079710,Spacious 2 Bedroom in Lower Haight,22174704,Alex,?,Western Addition,37.77100509,-122.4362933,Entire home/apt,325,3,6,2/9/2016,0.82,1,3
12274606,"Lovely, spacious, classy room",3838854,Colin,?,Western Addition,37.77637392,-122.4328645,Shared room,60,3,0,,,2,0
5852066,Private Room at Alamo Square,5138559,Paul,?,Western Addition,37.77709667,-122.4376264,Private room,125,2,57,5/8/2016,3.91,2,214
9489347,Nopa Victorian,2116156,Rob,?,Western Addition,37.77838942,-122.4433692,Entire home/apt,180,3,16,6/21/2016,2.82,1,289
10502649,Super Bowl 50 4B Victorian in Nopa,54151958,Michelle,?,Western Addition,37.77940325,-122.4391634,Entire home/apt,1200,1,0,,,1,0
756670,"Spacious Two Bedroom, 1 bath",3983035,Jeremy,?,Western Addition,37.77457734,-122.4289245,Entire home/apt,265,3,99,6/29/2016,3.02,1,297
1084371,Peaceful Purple Penthouse & SF View,5164758,Mark & Denise,?,Western Addition,37.77533165,-122.4306429,Entire home/apt,325,2,42,3/20/2016,1.13,1,335
47484,Hayes Valley Spacious Flat (1 BR +),182972,Paul,?,Western Addition,37.77675376,-122.4251673,Entire home/apt,252,2,29,6/27/2016,2.33,2,53
10971262,Bed in Shared Room in Center of SF,6891075,Ryan,?,Western Addition,37.7766601,-122.4422354,Shared room,49,1,25,6/28/2016,5.32,2,318
8651483,Huge Two Story Loft in Hayes Valley,8290605,Ryan,?,Western Addition,37.77333903,-122.4224553,Entire home/apt,495,3,5,6/5/2016,0.88,1,0
10996772,Spacious 1 bed centrally located,57061698,415realestate,?,Western Addition,37.77982986,-122.4397703,Entire home/apt,109,1,0,,,1,0
8014888,Private Room in Lower Pac Heights,29939116,Divyanshu,?,Western Addition,37.78386139,-122.4275875,Private room,125,1,1,8/30/2015,0.1,1,0
4538695,Upscale Sunny with Private Bathroom,2060012,Avi,?,Western Addition,37.78459225,-122.4319704,Private room,98,5,7,10/9/2015,0.44,3,347
9047210,Perfect SF Escape,2908154,Claire,?,Western Addition,37.77476539,-122.43718,Private room,100,3,0,,,1,0
421056,1BD/1BA in Hip Lower Haight,65438,Nicole,?,Western Addition,37.77273253,-122.436304,Entire home/apt,185,3,44,6/10/2016,2.12,1,103
7343245,Italianate Victorian,5694640,Susan,?,Western Addition,37.78689115,-122.4388914,Entire home/apt,800,3,26,6/25/2016,2.3,1,68
12340407,Zen in the heart of the City,1434813,April,?,Western Addition,37.77346442,-122.4309298,Entire home/apt,90,10,1,5/15/2016,0.61,1,0
11553983,2BD Apartment Unit in Alamo Square,60689729,Anna,?,Western Addition,37.77752889,-122.4337386,Entire home/apt,300,2,9,6/4/2016,2.55,2,29
4560261,"Private Room, Bathroom and Patio",2479128,Valerie,?,Western Addition,37.77651105,-122.4250573,Private room,168,2,28,6/16/2016,2.46,4,6
2362619,Cozy and quiet 1 BD in NoPa,5753603,Rahul,?,Western Addition,37.77920331,-122.4458449,Entire home/apt,185,3,35,6/28/2016,1.21,1,8
11043149,Gorgeous Victorian near Alamo Sq!,1692695,Camille,?,Western Addition,37.779071,-122.4327858,Private room,140,2,8,6/27/2016,1.71,1,39
9063798,Lwr Hght/NOPA Appointed Condo Whole STR0000823,4435448,Carl,?,Western Addition,37.77290988,-122.4364145,Entire home/apt,450,1,3,5/30/2016,0.46,4,295
12307851,Modern Suite with Private Bathroom,2060012,Avi,?,Western Addition,37.7833768,-122.4320179,Private room,98,3,4,5/31/2016,1.6,3,13
12471698,Divine Tiny Studio-Best Location-Marble Bathroom,51590484,Lawrence,?,Western Addition,37.77106814,-122.4288958,Entire home/apt,107,1,7,6/28/2016,7,4,299
593253,Stylish Lower Haight Victorian Room,2929255,Trevor,?,Western Addition,37.77023074,-122.4295697,Private room,95,2,127,6/27/2016,2.65,2,287
8310194,Junior Penthouse in Japantown - 1bd,41635418,Ben,?,Western Addition,37.78284079,-122.4310296,Private room,150,1,2,9/16/2015,0.2,2,0
5852599,Big Victorian Flat At Alamo Square,5138559,Paul,?,Western Addition,37.77650757,-122.4372043,Entire home/apt,220,3,2,6/18/2016,1.82,2,202
11226576,Room in a Gorgeous SF Penthouse,5621990,Tom Festim,?,Western Addition,37.7703656,-122.4279496,Private room,80,4,1,2/21/2016,0.23,2,151
5197282,Stunning & Sunny NOPA Flat  ,26822979,Nabiel,?,Western Addition,37.77833819,-122.4409836,Entire home/apt,450,4,2,5/17/2016,0.25,1,186
511448,Luxe Urban Style @ The Webster ,248132,Joseph,?,Western Addition,37.77172651,-122.42851,Private room,150,1,28,6/18/2016,0.61,3,361
1363448,Chic Flat Located In the Castro,6068384,John,?,Western Addition,37.76957542,-122.4291102,Entire home/apt,199,3,39,11/13/2015,1.12,1,360
12872963,"Charming Victorian near Mission, Hayes & Divis",150358,Rob & Emily,?,Western Addition,37.77242999,-122.4286577,Private room,149,2,1,6/27/2016,1,1,32
12828893,Beautiful NOPA Apartment,70007282,Marguerite,?,Western Addition,37.77705712,-122.4395731,Entire home/apt,225,2,4,6/27/2016,4,1,320
3870174,Alamo Square w King Bed or 2 TwinXL,180342,Jack & Jason,?,Western Addition,37.77814882,-122.4369693,Private room,99,2,59,6/22/2016,2.97,2,321
8943537,Private Room In Heart of City,46750585,Briana,?,Western Addition,37.77411218,-122.4352079,Private room,90,1,17,6/13/2016,1.99,1,40
2166328,Prime City Location and Convenience,2345833,Neeta,?,Western Addition,37.78752583,-122.4404659,Entire home/apt,175,1,16,4/22/2016,2.08,2,182
8195650,"Sunny, spacious room near Alamo Sq",7550554,Vishal,?,Western Addition,37.77988455,-122.4389592,Private room,65,7,0,,,2,0
10884529,Sunny SF Apartment with Sunset View,9503014,Michael,?,Western Addition,37.78444032,-122.4311579,Entire home/apt,800,2,0,,,1,0
10908417,Classic Victorian Dream,22303418,Jennifer,?,Western Addition,37.77162775,-122.4309156,Private room,125,1,1,4/5/2016,0.34,2,0
1887829,Pristine 1BD in Lovely Hayes Valley,981627,Cody Louis,?,Western Addition,37.78135221,-122.4243417,Entire home/apt,229,3,65,6/15/2016,2.14,1,22
10833518,Private Studio with Backyard,44696741,Anthony,?,Western Addition,37.78550149,-122.4406669,Private room,500,1,0,,,2,0
5977334,Apartment in San Francisco,27440337,SF Space,?,Western Addition,37.78775489,-122.4254913,Private room,133,1,8,10/10/2015,0.58,1,365
9860097,Private Room in Awesome NOPA Flat,10385653,Brian,?,Western Addition,37.77800233,-122.443208,Private room,80,1,2,1/3/2016,0.32,1,0
6688374,Cute Pacific Height's Studio for 3,1474632,Kym,?,Western Addition,37.78518241,-122.4374566,Entire home/apt,225,1,52,6/25/2016,4.18,1,192
3591813,"Stylish, large 2bd by Alamo Square",18094294,Nicole,?,Western Addition,37.77445487,-122.4372908,Entire home/apt,325,7,9,1/18/2016,0.4,1,322
2412174,~The San Francisco Retreat~,12328146,Yusef,?,Western Addition,37.78455883,-122.445992,Entire home/apt,200,1,25,6/19/2016,0.88,2,98
7198666,"Bright, Big, Sunny Room in Nice Apt",6947364,Dana,?,Western Addition,37.77790723,-122.4302422,Private room,99,3,6,5/26/2016,0.5,1,0
6557381,Air mattress in a quiet apartment,20163760,Jack,?,Western Addition,37.77879438,-122.4366819,Shared room,150,1,0,,,1,0
11554102,Top of Castro -Mod Lux Home,4656446,Ryan & Claire,?,Western Addition,37.76947472,-122.4306752,Entire home/apt,247,3,7,6/27/2016,1.93,3,354
10882778,SuperBowl 50 PacHeights Victorian!!,11215626,Ryan,?,Western Addition,37.78599888,-122.4421181,Entire home/apt,2250,3,0,,,1,0
13209310,"Sharing master room in luxury apt, close to JPtown",22669246,Demi,?,Western Addition,37.78578406,-122.4361804,Shared room,75,3,0,,,1,64
10833633,Super Bowl Victorian 2 Story Flat,56100145,Vernon,?,Western Addition,37.77830401,-122.4377814,Entire home/apt,550,2,0,,,1,0
5263060,Modern & Spacious 1br Japan Town,27245329,Norman,?,Western Addition,37.78396244,-122.4344878,Entire home/apt,173,1,64,6/28/2016,4.09,1,299
6364873,Hayes Valley Victorian apartment,28786427,Antoine,?,Western Addition,37.77259641,-122.4281421,Entire home/apt,248,30,2,7/3/2015,0.16,1,9
13389815,Host an Event in the Famous Painted Ladies!,1867997,Charlene,?,Western Addition,37.77575607,-122.4320008,Entire home/apt,2000,1,0,,,2,358
9080961,Bunkbed 10 @ SunnySide Travel House,47226057,Sunnyside,?,Western Addition,37.78144247,-122.4380556,Shared room,55,2,27,6/17/2016,3.27,10,55
7950588,Sweet self-contained guest suite,23742123,Brenda,?,Western Addition,37.77524908,-122.431035,Private room,120,90,1,8/24/2015,0.1,1,32
10998063,Charming & Clean Hayes Valley Flat,28353837,Hazel,?,Western Addition,37.77343309,-122.4253184,Entire home/apt,1200,1,0,,,1,0
1892250,Modern Victorian in NOPA!,9836166,Kacie,?,Western Addition,37.77683125,-122.4460872,Private room,110,1,42,6/5/2016,1.88,2,0
11948381,Trendy modern Studio - Hayes Valley,8136125,Marc,?,Western Addition,37.77409632,-122.4254009,Entire home/apt,250,1,2,4/10/2016,0.7,1,0
8935756,Beautiful 2 Bdrm City Condo!,4060781,Lauren,?,Western Addition,37.77185895,-122.4327399,Entire home/apt,600,3,0,,,1,59
660742,Beautiful Studio in Heart of SF,3335736,Katie,?,Western Addition,37.77846712,-122.4322356,Entire home/apt,175,3,13,9/28/2015,0.28,1,0
7957152,Condo in the Heart of San Francisco,31108851,Zachary,?,Western Addition,37.77490181,-122.42472,Entire home/apt,367,1,0,,,1,0
12899686,Joyful Private Sunny Room-Best Location-Sink,70570624,David,?,Western Addition,37.76956339,-122.428816,Private room,103,1,14,7/2/2016,8.4,6,134
13098655,Private Bedroom & Bath - Central Location!,72755667,Samantha,?,Western Addition,37.77915523,-122.432515,Private room,85,2,4,6/14/2016,2.93,1,189
546463,"Comfy, Spacious, Modern, & Sunny",2496223,Tobey,?,Western Addition,37.77937474,-122.4425694,Private room,131,1,41,1/30/2016,0.87,2,349
7182080,Spacious Top Floor Penthouse,37575183,Janice,?,Western Addition,37.77148748,-122.4364236,Entire home/apt,350,1,1,8/15/2015,0.09,1,350
6412139,Charming Victorian by Alamo Square!,13466475,Laura,?,Western Addition,37.77800536,-122.4373891,Entire home/apt,174,1,0,,,1,0
13687128,"1 Bedroom in NOPA Victorian apt., backyard/ patio",998630,Danny,?,Western Addition,37.7779539,-122.4429153,Private room,78,1,1,6/28/2016,1,2,338
645139,"Private Bath, Heated Floor & Cats!",3229901,Jing,?,Western Addition,37.77558703,-122.4281879,Private room,99,3,41,3/30/2016,0.94,2,0
9263189,Gorgeous 4BR Hayes Valley Victorian,2800448,Rob,?,Western Addition,37.77512658,-122.4275963,Entire home/apt,289,30,16,4/17/2016,2.79,1,299
10885322,Lower Haight walkup flat,150999,Ashton,?,Western Addition,37.77355902,-122.4317174,Entire home/apt,175,2,1,3/2/2016,0.24,1,0
2070192,Retreat in the heart of the city.,8336147,Manish,?,Western Addition,37.77372248,-122.4287581,Private room,120,1,57,6/17/2016,2.15,1,225
12949791,Modern Artist's Loft,1118993,Mariel & Alberto,?,Western Addition,37.7750831,-122.4300813,Entire home/apt,250,3,0,,,2,243
11015866,"Great updated room by USF ""X""",57162650,Cora,?,Western Addition,37.77658842,-122.4447636,Private room,79,1,3,6/3/2016,2.43,5,365
4347535,Great apartment in Lower Haight,3344775,Thomas,?,Western Addition,37.77064417,-122.4364521,Shared room,400,1,0,,,1,0
11015818,"Spacious room by USF and Sbux ""V""",57162650,Cora,?,Western Addition,37.77634778,-122.4448583,Private room,79,1,3,5/29/2016,1.38,5,0
1305478,Luxury Penthouse in Duboce Triangle,2930008,Jane,?,Western Addition,37.7710188,-122.43049,Entire home/apt,350,28,21,11/15/2014,0.62,1,304
11037074,SF Studio - Pac. Heights,16256090,Donny,?,Western Addition,37.78626102,-122.4252175,Shared room,25,10,0,,,1,0
